Age,Years_of_Experience,Monthly_Working_Hours,Training_Hours_per_Year,Performance_Rating,Job_Satisfaction_Level,Promotion_in_Last_2_Years,Attrition,Department_HR,Department_Operations,Department_Sales,Department_Tech
30,0,214,32,3,3,0,0,False,False,True,False
27,18,169,18,4,3,0,1,False,False,False,True
21,20,222,2,4,1,1,0,False,False,False,True
56,21,142,39,3,1,0,0,False,False,False,True
41,1,209,21,2,2,1,0,False,False,False,False
57,5,212,17,5,1,0,0,True,False,False,False
44,20,127,44,4,1,0,0,False,False,False,True
45,32,148,29,3,1,0,0,True,False,False,False
27,18,172,0,4,1,0,1,True,False,False,False
37,26,143,19,3,2,0,1,False,False,True,False
49,28,239,48,3,3,0,1,False,True,False,False
50,27,243,4,4,1,0,0,False,True,False,False
27,33,171,11,4,2,0,1,False,False,False,False
53,0,189,10,3,2,0,0,False,False,False,False
27,24,123,23,1,3,0,0,False,True,False,False
44,20,235,17,2,2,1,0,False,True,False,False
31,33,156,7,5,1,1,0,False,False,True,False
29,25,167,28,4,3,0,0,False,False,True,False
32,34,241,21,3,3,0,0,False,True,False,False
55,22,158,44,3,2,0,0,False,False,False,True
24,16,211,1,3,1,0,0,False,False,False,True
56,11,185,22,4,1,0,1,False,False,True,False
48,19,132,15,3,1,0,0,True,False,False,False
33,26,179,43,3,1,0,0,False,True,False,False
43,19,245,7,4,1,0,0,False,False,False,False
39,10,151,3,2,1,1,0,False,False,False,True
57,27,185,13,3,2,1,0,True,False,False,False
59,1,197,8,3,2,0,0,False,False,False,True
44,23,245,10,4,2,0,0,True,False,False,False
36,15,148,47,4,1,0,0,False,True,False,False
53,11,189,37,3,3,0,0,False,True,False,False
32,15,174,43,2,2,0,0,False,True,False,False
54,1,229,15,3,1,0,0,False,False,True,False
27,24,121,12,2,1,0,0,True,False,False,False
31,28,182,35,1,1,0,0,False,False,False,False
51,27,136,43,3,2,0,0,False,False,False,False
49,9,178,35,5,1,0,0,False,True,False,False
33,22,207,16,4,1,0,0,False,False,False,False
51,31,135,13,4,2,0,0,False,False,False,True
22,30,177,28,4,2,0,0,True,False,False,False
59,18,169,16,4,2,0,0,True,False,False,False
35,14,136,0,4,2,1,1,True,False,False,False
31,32,233,19,3,1,0,0,False,False,False,True
54,16,165,32,3,2,0,0,False,False,True,False
59,19,225,1,2,2,0,0,False,False,False,True
24,8,246,16,3,2,0,0,True,False,False,False
31,2,169,22,5,2,1,1,True,False,False,False
49,1,237,21,3,1,0,0,True,False,False,False
22,17,187,0,2,1,1,0,False,False,False,False
36,22,170,11,3,1,0,1,False,False,True,False
59,18,231,12,3,1,0,0,False,False,False,True
33,6,183,13,5,1,0,0,True,False,False,False
57,34,178,9,2,1,0,0,False,True,False,False
37,19,219,11,4,2,0,0,False,False,True,False
41,19,145,21,4,1,0,0,False,True,False,False
39,18,133,17,5,3,0,0,False,False,True,False
27,15,241,38,3,3,0,0,True,False,False,False
58,20,128,18,4,2,0,0,False,False,True,False
28,28,126,29,1,2,0,1,False,False,True,False
33,23,227,14,2,3,0,1,True,False,False,False
57,28,210,38,3,2,1,1,False,True,False,False
22,30,243,13,3,3,0,1,False,True,False,False
31,11,120,8,3,3,0,0,False,False,False,False
44,29,128,4,2,3,0,1,False,True,False,False
26,3,230,32,3,2,0,0,False,True,False,False
46,29,143,47,3,1,0,0,False,False,True,False
27,4,244,4,3,1,0,0,False,False,False,False
59,15,155,23,1,2,0,1,True,False,False,False
39,26,123,7,5,2,0,1,True,False,False,False
26,3,206,18,3,1,0,0,False,False,False,True
49,7,127,11,3,1,0,0,False,False,False,False
59,7,210,7,4,2,0,1,False,False,True,False
22,16,158,7,3,2,0,0,False,False,False,True
39,2,177,37,3,2,0,0,False,False,False,True
24,26,123,19,3,2,1,0,True,False,False,False
26,33,144,28,4,2,0,1,False,True,False,False
57,20,186,40,5,1,0,0,False,False,True,False
48,23,237,33,2,3,0,0,False,False,False,False
50,28,143,17,1,1,0,0,False,False,False,True
27,5,125,0,2,3,0,0,False,False,True,False
29,13,216,10,3,3,0,0,True,False,False,False
45,13,191,46,2,2,1,1,False,False,False,True
53,23,243,43,4,2,0,0,False,False,False,True
21,12,121,34,3,2,1,1,True,False,False,False
26,0,157,31,3,3,0,0,True,False,False,False
38,11,159,41,3,1,0,0,True,False,False,False
30,23,175,15,5,2,1,0,False,False,True,False
48,19,222,5,1,1,0,0,False,False,True,False
31,5,222,8,4,3,0,0,False,False,True,False
53,11,140,39,4,3,0,0,False,True,False,False
21,20,234,21,3,2,0,0,False,False,False,True
33,2,154,47,3,2,0,0,False,False,True,False
57,26,186,7,1,1,0,0,False,True,False,False
40,16,242,31,4,2,0,1,False,False,False,True
21,14,161,25,4,2,0,1,False,False,True,False
23,3,200,17,1,2,0,0,True,False,False,False
38,16,160,36,3,2,1,0,False,False,False,False
34,10,233,11,2,3,0,0,False,False,True,False
51,11,139,37,3,2,0,0,False,False,False,False
47,31,128,33,4,3,0,1,False,False,True,False
37,26,176,3,4,2,0,0,True,False,False,False
49,26,243,15,3,1,0,0,False,False,False,False
56,28,197,23,2,2,0,0,False,True,False,False
57,8,137,13,4,3,0,0,True,False,False,False
46,2,182,16,3,2,0,0,False,False,False,False
37,28,212,30,1,2,0,0,False,False,False,False
42,20,145,3,3,3,0,0,True,False,False,False
45,34,203,49,2,3,0,0,True,False,False,False
22,9,132,43,4,3,0,0,True,False,False,False
42,22,238,33,2,2,0,0,False,False,False,True
25,24,234,37,3,2,0,0,False,True,False,False
24,23,145,37,3,3,0,0,False,False,True,False
56,19,200,2,4,2,0,1,False,False,False,False
26,14,208,7,3,2,0,0,False,False,True,False
41,20,126,11,4,2,0,0,True,False,False,False
33,11,136,34,3,2,0,0,False,True,False,False
57,17,205,1,1,1,0,0,False,True,False,False
45,22,247,28,2,1,0,0,False,False,False,True
46,28,237,22,5,2,0,0,True,False,False,False
59,4,211,32,3,2,0,0,False,False,False,False
40,25,169,49,3,3,0,1,False,False,False,True
53,10,247,17,5,1,0,0,True,False,False,False
34,10,125,39,1,2,0,1,False,False,False,True
56,17,193,21,4,3,0,0,False,False,True,False
37,11,175,13,3,2,0,1,True,False,False,False
41,15,158,28,3,2,0,0,False,False,False,False
36,26,173,44,2,3,0,0,False,False,False,False
36,16,141,14,4,2,1,0,True,False,False,False
40,20,160,14,3,2,0,0,False,False,False,True
49,30,209,44,1,3,0,0,False,True,False,False
48,34,129,3,1,1,0,0,True,False,False,False
28,26,121,35,2,2,0,0,False,False,False,False
44,22,167,4,4,3,0,0,False,False,True,False
23,31,161,2,3,2,0,0,False,False,False,False
45,16,149,11,5,3,0,0,False,True,False,False
39,10,179,19,4,1,0,0,False,False,False,False
53,0,157,43,4,2,1,0,False,True,False,False
22,27,194,19,3,2,0,0,True,False,False,False
35,17,184,38,3,2,0,0,False,False,False,False
42,19,158,38,3,1,1,0,False,False,False,True
30,6,192,0,3,1,0,0,False,False,False,True
38,15,177,43,3,3,0,0,False,False,False,False
42,22,226,2,1,3,0,1,False,False,False,False
47,31,208,46,5,2,0,1,False,False,True,False
33,16,136,8,1,2,1,0,False,False,False,False
53,18,214,19,2,2,0,0,False,False,True,False
25,33,189,8,4,3,0,1,False,False,True,False
46,13,182,30,2,2,0,0,False,False,True,False
33,2,177,45,2,3,0,0,False,False,True,False
47,24,245,27,2,3,0,0,True,False,False,False
34,10,182,34,1,2,0,1,False,False,False,True
44,14,236,39,3,1,0,0,False,False,True,False
23,18,172,37,3,2,0,1,False,False,False,True
50,14,201,43,3,3,0,0,False,False,True,False
55,14,162,1,3,2,1,1,False,False,False,True
34,14,123,2,3,3,0,0,False,False,False,False
32,8,194,13,3,3,0,0,False,False,False,False
48,4,213,16,2,2,0,0,False,False,False,True
49,18,226,34,2,2,0,0,False,False,True,False
37,23,210,3,4,2,0,0,True,False,False,False
41,28,212,46,3,1,0,0,False,False,False,True
43,4,232,29,1,2,0,0,False,True,False,False
40,21,209,38,5,1,0,1,True,False,False,False
31,12,213,13,4,3,1,0,False,True,False,False
54,28,211,47,2,3,0,1,False,False,False,True
30,15,224,26,5,1,0,0,False,False,True,False
30,16,192,12,3,2,0,0,False,True,False,False
26,19,129,19,5,2,0,0,False,False,False,True
56,13,223,48,2,2,0,0,True,False,False,False
44,5,167,48,2,2,0,0,False,False,True,False
32,21,228,23,4,1,0,0,False,True,False,False
43,8,208,9,1,1,0,0,False,False,False,True
47,31,163,6,1,1,0,1,False,False,True,False
57,23,212,16,4,3,0,0,False,False,True,False
26,32,183,21,2,2,0,0,False,False,False,False
21,12,159,43,5,3,0,0,False,False,True,False
26,34,239,10,3,2,0,1,False,False,False,True
42,5,191,41,4,2,0,1,True,False,False,False
44,29,217,22,3,2,0,0,False,False,False,False
45,15,151,21,3,2,1,0,False,False,False,True
35,0,193,39,3,1,0,0,False,False,False,True
46,17,242,46,4,1,0,0,False,False,False,True
28,21,203,17,3,1,0,0,False,True,False,False
44,25,171,44,2,3,0,0,False,True,False,False
58,13,153,25,1,2,0,0,True,False,False,False
26,13,200,47,1,1,0,0,False,False,False,True
55,25,227,29,3,1,0,1,False,True,False,False
21,22,245,12,4,2,1,0,False,True,False,False
56,1,124,3,2,2,0,0,False,True,False,False
32,6,160,42,3,2,0,0,True,False,False,False
58,21,153,26,5,3,0,0,True,False,False,False
31,27,139,39,3,2,0,0,False,False,False,True
32,19,185,9,5,1,0,0,False,False,False,False
59,17,211,43,5,1,0,0,False,False,False,True
27,23,163,27,1,2,0,0,False,True,False,False
31,32,222,20,5,2,0,0,False,True,False,False
56,25,167,10,1,2,0,0,False,False,True,False
51,18,154,19,5,2,0,0,False,False,False,True
53,12,230,35,3,2,0,0,False,True,False,False
33,9,158,18,3,2,0,0,False,True,False,False
38,13,122,9,4,1,0,0,False,False,False,False
44,8,138,14,4,2,0,1,False,False,True,False
29,10,244,44,3,2,0,0,False,False,False,True
51,2,202,44,3,3,0,1,True,False,False,False
30,11,124,17,2,1,0,0,False,False,False,True
22,34,174,6,4,2,0,0,False,False,False,True
58,31,132,29,2,2,0,0,False,False,False,False
35,13,137,13,4,2,0,0,False,False,False,True
23,0,187,36,3,2,0,0,False,False,False,False
51,26,219,40,3,3,0,1,False,False,False,False
26,0,157,29,3,1,0,0,False,True,False,False
23,28,244,26,4,2,0,0,True,False,False,False
31,23,141,48,5,2,0,0,False,False,False,False
35,16,148,36,3,3,0,0,False,False,True,False
48,34,229,47,5,1,0,0,False,False,True,False
30,30,227,40,5,2,0,0,True,False,False,False
58,31,187,16,4,1,0,0,False,False,False,False
27,18,223,29,4,3,0,0,True,False,False,False
35,30,159,17,4,2,0,0,False,True,False,False
38,19,145,2,1,1,0,1,False,False,True,False
38,27,214,27,3,2,0,0,False,False,False,True
44,2,217,36,4,2,0,0,False,False,True,False
22,31,222,29,5,1,0,0,False,False,False,False
40,21,244,20,3,3,0,0,True,False,False,False
54,14,121,48,4,1,0,0,False,False,True,False
46,18,210,19,4,2,0,1,False,False,False,True
27,30,164,21,3,2,0,0,False,False,False,True
58,25,122,35,2,3,0,0,True,False,False,False
50,4,199,35,4,1,0,0,True,False,False,False
25,19,183,20,2,2,0,0,False,False,True,False
31,1,154,23,2,1,0,0,False,False,False,False
21,20,141,20,3,3,1,0,False,True,False,False
54,27,145,6,4,1,0,0,False,False,False,True
21,19,239,7,3,2,0,0,True,False,False,False
39,10,125,21,4,2,0,0,False,True,False,False
22,2,237,21,2,1,0,1,False,True,False,False
41,19,204,29,3,1,0,0,False,True,False,False
40,31,240,33,3,1,0,0,False,False,False,False
43,24,182,28,4,3,0,0,True,False,False,False
41,20,248,9,3,2,0,0,False,False,False,True
44,15,139,4,1,3,0,0,True,False,False,False
24,0,148,48,4,1,1,0,False,False,True,False
32,22,162,38,4,1,0,0,False,False,False,True
42,23,184,33,3,3,1,0,True,False,False,False
40,24,215,37,1,2,0,0,False,False,False,True
38,6,139,9,3,2,1,1,False,False,True,False
21,34,200,8,1,3,0,1,False,False,False,True
50,13,156,31,3,3,0,1,False,True,False,False
53,8,157,4,1,1,0,0,False,False,False,False
44,2,164,34,2,1,0,0,False,False,True,False
34,19,165,10,3,1,0,0,False,False,False,True
56,32,179,41,2,3,0,0,False,False,True,False
25,31,215,15,2,2,0,0,False,True,False,False
31,25,132,26,4,2,0,0,False,False,False,False
44,4,150,19,1,3,0,1,False,False,True,False
51,29,243,0,4,2,0,1,False,True,False,False
33,16,187,25,4,1,0,0,False,True,False,False
36,5,235,10,2,2,1,0,False,True,False,False
44,14,181,14,2,1,0,0,False,False,False,True
33,0,194,38,3,2,1,1,True,False,False,False
44,12,225,39,3,1,0,0,False,False,True,False
46,33,172,47,3,1,0,1,True,False,False,False
22,29,170,17,4,3,0,0,False,True,False,False
36,18,220,23,2,3,0,0,True,False,False,False
58,1,220,27,3,3,0,0,False,True,False,False
21,11,202,24,5,1,0,0,False,True,False,False
31,23,242,22,1,3,0,0,False,False,False,False
55,10,131,10,1,2,0,0,False,False,False,False
49,1,200,32,3,3,0,0,True,False,False,False
57,0,121,15,5,3,0,0,False,False,True,False
37,27,172,35,2,3,0,0,True,False,False,False
59,3,156,22,3,1,0,1,False,False,True,False
48,29,188,5,1,2,0,0,True,False,False,False
49,6,175,42,3,2,0,0,False,False,False,True
23,21,240,23,1,1,0,0,False,False,False,True
30,25,177,37,3,2,0,0,False,False,True,False
34,28,123,41,3,1,0,1,False,False,False,False
32,24,222,5,5,3,0,0,False,False,True,False
50,9,168,9,4,3,0,0,True,False,False,False
52,19,157,21,4,2,1,0,False,True,False,False
52,13,164,22,2,2,0,0,False,False,False,True
52,32,227,4,1,1,0,0,False,True,False,False
46,4,156,27,3,2,0,0,False,False,False,True
21,5,151,8,3,1,0,0,True,False,False,False
22,21,177,38,3,2,0,0,False,False,False,True
37,16,196,48,2,3,0,1,False,False,True,False
50,14,136,43,3,2,0,0,False,True,False,False
59,27,149,27,2,2,0,0,False,True,False,False
27,1,209,24,3,1,0,0,True,False,False,False
47,17,238,42,1,1,0,0,False,True,False,False
29,26,135,37,4,2,0,0,True,False,False,False
42,20,194,26,1,1,0,0,False,False,False,False
54,22,123,23,5,2,1,0,False,False,True,False
21,6,246,42,4,2,0,1,False,False,False,True
29,18,224,42,4,2,0,0,False,False,False,True
40,8,123,45,5,2,0,0,False,False,False,True
39,11,204,15,1,2,0,0,False,False,False,False
56,29,182,1,3,2,0,0,False,False,True,False
24,6,219,1,4,1,0,0,False,True,False,False
29,1,185,4,2,1,0,1,False,True,False,False
42,16,158,45,3,3,0,0,False,False,True,False
38,10,191,20,3,2,1,0,False,False,True,False
32,11,191,9,3,2,0,0,False,False,False,True
59,2,161,41,5,2,0,0,False,True,False,False
29,20,205,17,3,1,1,0,False,False,True,False
26,13,210,25,1,1,0,1,False,True,False,False
39,14,147,19,5,2,0,0,False,False,True,False
27,9,238,40,2,2,0,0,True,False,False,False
36,9,248,35,4,2,1,0,False,False,False,True
25,16,210,48,5,1,0,0,False,False,True,False
36,24,127,20,4,1,1,1,False,False,False,False
21,26,240,1,4,2,0,0,False,False,True,False
57,32,165,45,4,2,1,0,True,False,False,False
59,10,143,32,4,3,0,1,False,False,False,False
39,12,234,22,3,1,0,0,False,False,False,False
57,0,238,38,3,3,0,0,False,False,True,False
37,30,143,30,3,3,0,1,True,False,False,False
46,32,141,3,4,2,0,1,False,False,False,False
42,20,187,40,3,2,0,0,False,False,False,True
28,15,177,2,3,3,0,1,False,False,False,True
53,22,134,36,4,1,0,1,False,True,False,False
22,9,127,9,4,2,1,1,False,True,False,False
50,32,154,41,4,1,0,1,True,False,False,False
40,21,167,31,2,2,0,0,False,False,False,False
38,5,215,35,3,1,0,0,False,False,False,True
30,9,190,48,3,3,1,0,False,False,False,True
44,15,163,26,3,2,0,0,True,False,False,False
24,12,216,48,1,3,0,0,False,False,False,False
57,19,154,18,4,1,0,1,True,False,False,False
24,3,146,37,2,2,0,0,False,False,True,False
33,19,189,0,3,2,0,0,False,False,False,True
45,21,185,25,4,2,0,0,True,False,False,False
33,28,190,45,1,3,1,0,True,False,False,False
38,15,199,12,4,2,0,1,False,False,True,False
44,22,148,34,5,1,0,0,False,True,False,False
22,29,150,1,3,3,0,1,False,False,False,True
53,29,187,21,4,2,0,0,True,False,False,False
39,2,144,38,4,1,0,1,False,False,False,True
29,23,236,27,2,2,1,0,False,True,False,False
48,12,200,43,3,2,0,0,True,False,False,False
55,31,206,1,3,2,0,1,False,False,True,False
59,11,143,10,2,2,0,0,False,False,False,True
30,7,120,47,2,2,0,0,False,False,True,False
21,23,230,36,3,1,0,0,False,True,False,False
41,15,166,25,4,2,0,1,False,True,False,False
29,31,155,27,4,2,0,0,False,False,False,True
35,33,161,25,3,2,0,1,False,True,False,False
55,34,195,16,3,1,1,0,False,False,False,False
25,31,209,2,4,2,0,0,False,False,False,True
42,16,208,13,4,3,0,0,False,False,False,False
43,1,187,15,3,3,0,0,False,True,False,False
27,25,189,48,3,2,0,0,False,False,False,True
43,16,229,35,3,1,0,0,False,False,False,False
45,1,245,27,3,2,1,0,False,True,False,False
47,7,214,27,4,1,0,0,True,False,False,False
26,5,141,24,3,2,1,0,True,False,False,False
54,8,140,8,2,2,0,0,False,False,True,False
29,0,164,10,2,2,0,1,True,False,False,False
53,4,230,36,5,1,0,0,False,False,False,False
26,8,191,42,2,2,0,0,True,False,False,False
57,13,235,44,1,3,0,0,False,False,False,True
51,26,130,20,4,2,0,0,False,False,False,True
54,8,207,1,4,2,0,0,False,False,False,True
49,28,173,33,3,1,0,0,True,False,False,False
34,19,248,41,3,2,0,0,True,False,False,False
56,14,139,12,5,2,0,0,False,False,True,False
56,2,219,4,2,2,1,0,False,True,False,False
35,22,153,10,3,2,0,0,False,False,True,False
28,8,176,28,3,2,0,0,False,False,False,False
46,29,244,46,1,2,0,0,False,False,False,True
56,18,172,27,3,1,0,0,True,False,False,False
41,2,171,27,4,1,1,1,False,True,False,False
48,2,155,4,3,3,1,0,False,True,False,False
24,33,210,19,4,2,1,0,True,False,False,False
36,1,214,36,3,1,0,0,False,False,True,False
42,26,122,38,4,3,0,0,False,True,False,False
32,22,147,9,4,1,0,0,False,False,True,False
36,31,241,31,4,2,0,0,True,False,False,False
58,34,153,28,4,1,0,0,False,False,True,False
57,17,203,1,4,3,1,0,False,False,False,True
49,26,230,0,3,2,0,0,True,False,False,False
38,10,124,19,3,2,0,1,True,False,False,False
30,18,247,0,2,2,1,0,False,True,False,False
59,24,207,3,4,1,0,0,False,True,False,False
38,6,234,14,3,2,0,0,False,True,False,False
21,30,221,46,3,2,0,0,False,False,False,True
59,1,136,29,2,3,0,1,False,False,False,True
41,4,150,5,4,3,0,1,False,False,False,False
21,13,211,37,5,3,0,0,True,False,False,False
35,17,223,0,4,2,0,1,False,True,False,False
24,3,212,6,3,2,0,0,True,False,False,False
40,23,201,4,3,2,0,0,False,False,True,False
30,12,174,48,3,2,0,0,False,False,False,True
43,20,192,6,2,2,0,0,False,False,False,False
54,32,166,35,3,3,0,0,False,False,True,False
53,19,213,2,3,3,0,0,True,False,False,False
54,4,186,11,5,1,0,0,False,False,False,True
59,23,216,14,3,2,0,1,False,True,False,False
30,34,239,19,3,2,1,0,False,False,True,False
40,29,156,40,5,2,0,0,False,False,False,True
21,27,229,20,3,2,0,0,True,False,False,False
33,6,197,31,3,3,0,0,True,False,False,False
21,34,237,11,3,2,0,0,False,False,True,False
25,29,161,36,3,1,1,0,False,False,True,False
36,33,193,39,4,2,0,1,False,False,True,False
35,8,244,46,3,3,0,0,False,False,False,False
48,11,179,6,4,3,0,0,False,True,False,False
51,28,183,44,4,1,0,1,False,False,False,True
43,9,177,30,3,2,0,0,True,False,False,False
37,26,121,0,2,1,0,0,True,False,False,False
54,18,197,10,3,2,0,0,False,True,False,False
33,12,190,44,3,2,0,0,False,False,True,False
34,31,239,33,3,2,0,0,False,False,True,False
31,14,127,18,3,1,0,0,True,False,False,False
48,20,132,10,3,2,0,0,False,True,False,False
52,2,158,32,5,3,0,0,True,False,False,False
55,7,221,32,3,2,0,0,False,False,True,False
51,5,200,7,3,1,0,0,False,False,False,True
37,28,125,44,4,1,0,0,False,False,True,False
29,18,138,7,2,1,0,0,False,False,False,True
30,16,224,33,2,1,1,0,False,False,False,False
28,9,172,39,5,3,0,0,False,True,False,False
41,32,147,26,2,2,0,0,False,False,False,False
33,12,166,28,2,1,0,0,False,False,True,False
25,26,176,13,3,1,0,0,False,True,False,False
26,11,174,33,1,3,0,0,False,False,True,False
50,1,198,44,3,2,0,1,False,True,False,False
51,9,120,36,3,2,0,0,False,True,False,False
37,20,142,0,3,2,0,1,False,False,True,False
31,22,161,8,3,1,0,1,False,False,True,False
40,0,123,9,5,3,0,0,False,True,False,False
29,32,127,29,3,1,0,0,False,True,False,False
22,25,129,42,3,2,0,1,False,False,True,False
57,14,235,17,5,1,0,0,False,False,True,False
21,21,219,16,3,2,0,0,True,False,False,False
24,24,135,5,2,3,0,0,True,False,False,False
56,0,183,10,1,2,0,0,True,False,False,False
45,25,227,23,5,2,0,0,False,False,False,False
23,20,240,35,4,2,0,1,False,True,False,False
29,23,174,32,5,1,0,1,False,False,False,True
42,15,202,32,4,3,0,0,False,False,False,False
43,31,123,17,3,2,0,1,False,True,False,False
32,15,163,4,2,2,1,0,False,False,False,True
30,12,167,30,5,2,0,0,True,False,False,False
54,31,218,15,3,1,0,0,False,False,False,True
30,23,217,1,3,2,0,0,False,False,True,False
50,12,145,8,3,2,0,0,False,False,True,False
42,10,222,1,2,2,0,0,False,True,False,False
26,14,216,36,3,3,0,0,False,False,False,False
22,9,131,19,3,1,0,0,True,False,False,False
50,2,164,16,2,1,0,1,False,True,False,False
22,15,128,24,2,2,0,1,True,False,False,False
52,16,120,18,3,1,0,1,False,False,True,False
36,24,190,41,3,2,0,1,False,False,False,False
32,29,173,7,2,2,0,0,False,False,False,False
21,34,223,10,1,1,0,0,False,False,True,False
28,12,129,12,5,1,0,0,False,False,False,True
33,23,159,12,1,1,0,1,False,False,False,False
35,25,163,8,1,1,0,0,False,False,False,True
28,8,231,4,3,1,0,0,True,False,False,False
30,18,131,17,2,1,0,0,False,False,False,False
25,27,141,39,3,2,0,0,False,False,True,False
39,6,201,13,4,2,1,0,False,False,False,True
58,21,171,33,3,1,0,0,True,False,False,False
31,29,231,21,4,2,0,0,True,False,False,False
40,15,237,47,5,1,0,0,False,False,False,False
40,4,178,32,2,2,0,1,False,False,False,False
41,28,157,23,3,2,0,1,False,True,False,False
38,22,139,28,3,2,0,0,False,True,False,False
30,5,197,12,3,1,0,0,False,False,False,False
54,32,139,49,4,2,0,1,False,True,False,False
46,15,220,26,4,3,0,0,False,False,True,False
50,33,229,0,3,2,0,0,False,False,True,False
29,25,149,6,1,1,0,0,False,True,False,False
51,12,226,3,1,3,0,0,False,False,False,False
24,16,160,9,3,2,0,0,False,False,True,False
26,31,203,39,1,3,0,0,True,False,False,False
34,31,190,34,4,1,1,0,False,False,False,False
24,27,182,38,3,2,0,1,False,False,False,True
46,28,214,15,4,2,0,0,False,False,False,True
59,24,148,26,3,2,0,0,False,False,False,False
37,21,196,19,4,1,0,1,False,True,False,False
39,26,198,9,4,2,0,1,False,False,True,False
26,19,202,44,4,2,0,0,False,False,True,False
49,23,176,32,3,2,0,0,False,False,False,False
31,7,136,6,1,2,0,1,True,False,False,False
36,13,231,41,3,2,0,0,False,True,False,False
50,13,125,43,3,2,1,0,True,False,False,False
45,4,212,45,5,1,1,0,False,False,False,False
31,20,194,21,3,2,0,1,False,False,False,False
27,14,167,42,3,1,0,0,True,False,False,False
46,32,165,16,4,3,0,1,False,False,False,True
42,16,205,8,3,2,0,1,False,False,False,False
45,19,211,39,3,2,0,0,False,True,False,False
39,0,178,9,2,3,1,1,True,False,False,False
51,15,243,35,1,1,0,1,False,False,False,True
46,17,202,30,4,2,0,0,True,False,False,False
56,9,169,30,4,2,0,0,False,False,False,True
43,22,219,4,3,3,0,0,False,False,False,True
33,17,206,17,3,2,0,0,False,True,False,False
45,8,233,5,3,2,0,0,False,False,False,False
22,29,241,41,3,1,0,1,False,False,False,True
22,12,133,49,2,1,0,0,False,False,False,False
36,30,132,27,4,1,0,0,False,True,False,False
29,12,207,42,3,2,1,0,False,False,False,False
48,31,199,23,3,2,0,0,False,False,True,False
33,16,182,4,1,2,0,0,False,False,False,True
55,2,222,27,3,2,0,0,False,True,False,False
33,0,225,2,2,3,0,0,True,False,False,False
51,4,136,17,3,1,0,1,False,True,False,False
41,31,169,3,3,3,0,0,False,False,False,True
52,24,242,39,3,1,0,1,False,True,False,False
54,4,198,48,2,1,0,0,True,False,False,False
28,22,135,41,4,3,0,0,False,False,True,False
22,11,136,31,3,2,0,0,False,False,False,True
58,33,209,31,3,3,0,0,False,False,False,True
52,22,203,18,3,2,0,0,False,True,False,False
48,15,203,28,3,3,0,0,False,False,False,False
57,4,128,32,3,1,0,0,False,False,False,False
21,27,137,1,4,2,0,0,True,False,False,False
30,5,194,10,4,3,0,0,False,False,True,False
24,12,191,46,3,2,0,1,False,False,True,False
55,29,210,32,3,1,0,0,False,True,False,False
30,25,185,40,2,1,0,0,False,True,False,False
31,16,142,39,1,3,0,0,False,False,False,False
34,8,157,0,3,2,0,0,False,False,True,False
58,15,247,41,5,2,1,1,False,False,True,False
32,17,178,16,3,2,0,0,False,False,True,False
37,12,187,49,4,3,0,1,True,False,False,False
36,28,204,15,2,2,0,0,True,False,False,False
55,23,238,1,3,3,0,0,False,True,False,False
22,12,131,48,3,2,1,1,False,False,False,False
31,24,231,3,4,2,0,0,False,False,False,True
23,0,235,31,2,1,0,0,False,False,False,False
49,8,171,6,3,1,0,0,True,False,False,False
38,3,203,28,5,3,0,0,True,False,False,False
40,27,230,8,4,2,0,1,False,True,False,False
34,11,180,34,4,2,0,0,False,False,False,True
54,23,140,4,3,2,1,0,False,False,True,False
51,8,175,49,5,2,0,0,False,False,False,True
38,34,154,20,4,1,0,0,False,False,False,True
50,34,163,16,4,2,0,0,False,False,False,True
45,32,158,38,5,2,0,0,False,True,False,False
39,34,236,13,5,3,0,0,True,False,False,False
28,19,127,31,2,2,0,1,False,False,True,False
48,1,243,14,2,2,0,1,False,False,False,True
28,25,220,20,4,2,0,0,False,False,True,False
51,12,186,13,3,1,0,0,False,False,False,True
23,29,213,40,3,1,0,0,True,False,False,False
23,31,212,15,4,1,1,0,False,False,True,False
42,18,248,0,1,3,0,0,False,False,False,False
37,21,199,39,1,3,0,0,True,False,False,False
56,0,161,17,3,2,0,0,False,False,True,False
37,10,150,33,2,1,1,0,False,False,False,True
34,25,241,25,4,1,0,1,False,False,False,True
29,18,193,35,5,1,0,0,True,False,False,False
50,18,162,20,4,3,1,0,True,False,False,False
41,11,145,0,4,2,0,0,False,False,False,True
32,2,131,26,1,3,1,0,False,False,True,False
57,17,246,10,3,2,0,1,False,False,False,False
52,4,223,37,4,2,0,0,False,True,False,False
31,23,188,13,4,2,1,1,True,False,False,False
40,13,192,27,2,1,0,0,False,False,False,True
55,2,130,26,4,2,0,0,False,False,True,False
31,5,166,21,5,3,0,0,True,False,False,False
28,11,142,20,3,2,0,0,False,False,True,False
24,10,200,23,2,2,0,0,True,False,False,False
47,25,196,18,3,2,0,0,False,False,False,True
58,0,242,23,1,2,0,0,False,False,True,False
50,15,192,25,4,2,0,1,False,False,False,True
47,8,174,24,5,1,0,0,False,False,True,False
41,4,137,44,3,3,0,0,True,False,False,False
40,7,213,43,4,1,0,0,False,True,False,False
24,20,137,28,4,2,0,0,False,True,False,False
31,32,247,9,3,1,0,1,False,False,False,False
33,19,160,10,3,1,0,1,False,False,False,False
29,21,152,23,4,2,0,0,False,False,False,True
24,12,162,23,4,3,0,0,False,False,True,False
32,10,133,11,1,2,1,0,False,False,False,False
