Employee_ID,Age,Department,Years_of_Experience,Monthly_Working_Hours,Training_Hours_per_Year,Performance_Rating,Job_Satisfaction_Level,Promotion_in_Last_2_Years,Attrition
E7644,30,Sales,0,169,46,3,Low,No,No
E7645,53,Finance,25,242,34,4,Medium,Yes,No
E7646,36,HR,32,136,13,3,Medium,No,No
E7647,55,HR,16,243,35,2,High,No,No
E7648,23,Tech,26,239,5,3,Low,No,No
E7649,25,Tech,4,214,16,3,High,No,Yes
E7650,46,HR,6,152,17,1,High,No,No
E7651,31,Sales,24,120,7,4,Low,No,No
E7652,27,Tech,7,234,11,4,Medium,No,No
E7653,30,HR,33,123,16,4,Medium,No,No
E7654,54,Finance,3,176,30,2,Medium,No,No
E7655,23,Tech,11,175,0,1,Medium,No,No
E7656,28,HR,30,182,10,1,Medium,No,No
E7657,51,Operations,10,222,41,5,Low,Yes,No
E7658,31,Tech,21,236,15,4,Low,No,No
E7659,27,Operations,0,126,36,4,Low,No,No
E7660,22,Tech,3,244,48,3,Medium,No,No
E7661,26,Tech,7,209,27,3,Low,No,No
E7662,52,Operations,24,174,8,3,High,No,No
E7663,40,Sales,27,234,7,4,Medium,No,No
E7664,54,HR,3,242,24,4,Medium,No,Yes
E7665,36,Sales,12,235,9,3,High,No,No
E7666,45,Sales,24,234,39,3,Low,No,No
E7667,32,HR,2,233,2,4,Low,No,No
E7668,27,Finance,31,215,22,1,High,No,No
E7669,59,Sales,0,199,22,4,Medium,No,No
E7670,37,Sales,10,122,43,3,Low,No,Yes
E7671,31,Sales,1,249,3,3,Low,Yes,No
E7672,26,Finance,4,230,49,4,High,No,Yes
E7673,43,Tech,21,139,22,3,Medium,Yes,Yes
E7674,47,Operations,12,234,8,3,Low,No,No
E7675,26,Operations,22,194,3,5,High,No,Yes
E7676,58,Finance,30,155,33,5,Medium,Yes,No
E7677,22,Sales,34,221,38,3,High,No,No
E7678,42,Operations,34,195,17,3,Low,No,No
E7679,40,Finance,12,180,33,3,Medium,No,No
E7680,45,HR,6,179,33,3,Low,No,No
E7681,35,Operations,4,236,41,5,Medium,No,No
E7682,49,HR,28,155,2,2,Low,No,No
E7683,28,Sales,7,187,18,2,Medium,Yes,Yes
E7684,57,Operations,7,163,33,5,Low,Yes,No
E7685,53,Finance,6,196,25,2,Low,No,No
E7686,42,Tech,18,209,34,4,High,Yes,No
E7687,25,Operations,22,148,40,2,Low,No,No
E7688,59,Operations,31,215,42,5,Medium,No,No
E7689,38,Operations,3,245,30,4,Medium,No,Yes
E7690,58,Operations,29,129,42,5,Medium,No,No
E7691,57,Finance,4,135,26,5,Medium,No,Yes
E7692,50,Finance,2,145,2,1,Medium,No,No
E7693,51,Tech,21,140,36,3,High,No,No
E7694,30,Finance,27,219,11,3,Medium,No,No
E7695,35,Finance,21,225,46,4,High,No,No
E7696,38,Sales,21,149,22,2,Medium,No,No
E7697,43,Sales,33,214,16,5,Medium,No,No
E7698,53,HR,28,183,15,2,Medium,No,No
E7699,36,Tech,12,242,16,4,Low,No,No
E7700,58,Sales,6,232,14,3,Medium,No,No
E7701,55,Tech,9,160,25,3,Medium,No,No
E7702,54,Tech,27,147,44,3,Medium,No,No
E7703,48,Operations,3,242,1,2,Medium,No,No
E7704,22,Tech,31,199,16,3,Low,No,No
E7705,50,Operations,21,122,0,3,Medium,No,No
E7706,33,HR,19,220,29,3,High,No,No
E7707,36,HR,19,151,31,4,Medium,No,No
E7708,25,HR,5,140,29,3,Low,Yes,No
E7709,48,Operations,8,240,41,3,Medium,No,No
E7710,59,Operations,27,174,3,5,High,No,No
E7711,40,HR,12,137,41,4,High,No,No
E7712,44,Operations,30,172,43,1,High,No,Yes
E7713,47,Finance,13,231,31,4,Low,No,Yes
E7714,50,Finance,21,240,34,5,Medium,No,No
E7715,47,Operations,23,229,0,5,High,No,No
E7716,46,Operations,7,194,18,4,Medium,No,No
E7717,27,Sales,14,180,32,3,Low,No,No
E7718,58,Sales,5,127,18,3,Low,No,Yes
E7719,25,Tech,22,131,35,4,High,No,Yes
E7720,43,Tech,24,160,26,4,Medium,No,No
E7721,48,Tech,30,246,12,3,High,No,No
E7722,54,HR,28,197,26,3,Low,Yes,No
E7723,35,Finance,22,208,45,3,Medium,Yes,No
E7724,52,HR,9,183,13,3,Low,No,No
E7725,46,Operations,8,183,23,3,Low,No,No
E7726,51,Sales,12,189,34,3,Medium,No,No
E7727,39,Operations,31,174,18,4,Medium,No,Yes
E7728,29,Operations,0,156,24,3,Medium,No,No
E7729,49,Sales,0,144,10,5,High,No,No
E7730,59,Operations,17,233,8,3,Low,No,No
E7731,24,Tech,30,142,5,2,Low,No,Yes
E7732,23,Sales,0,136,35,1,Medium,Yes,Yes
E7733,49,Operations,8,214,36,3,High,No,Yes
E7734,31,Tech,21,209,28,3,Medium,No,No
E7735,53,Tech,27,194,8,4,Medium,No,No
E7736,58,Finance,25,181,32,4,Medium,No,No
E7737,31,Tech,9,130,22,4,Low,No,No
E7738,47,HR,2,240,14,3,Low,No,No
E7739,53,Sales,1,175,10,3,Medium,No,No
E7740,41,Sales,30,172,22,3,High,No,No
E7741,59,Sales,32,204,25,3,Medium,No,No
E7742,51,Operations,31,147,0,3,Medium,No,No
E7743,58,Operations,11,205,29,3,Medium,No,Yes
E7744,22,HR,2,234,16,5,Medium,No,No
E7745,47,Tech,25,165,46,3,High,No,No
E7746,56,Operations,13,137,45,4,Medium,No,Yes
E7747,31,Tech,11,142,40,3,Low,No,Yes
E7748,38,Tech,25,218,22,3,Medium,No,No
E7749,21,Operations,15,148,35,4,Medium,No,No
E7750,55,Operations,7,171,40,2,Medium,No,No
E7751,55,HR,27,229,4,3,High,No,No
E7752,51,Finance,6,225,34,3,Low,No,No
E7753,48,Sales,14,165,49,2,Medium,Yes,No
E7754,59,Operations,7,120,8,3,Medium,No,No
E7755,21,Operations,9,144,3,3,Medium,No,No
E7756,45,Tech,14,181,6,2,High,No,No
E7757,58,Finance,17,201,0,4,Medium,No,No
E7758,40,Operations,34,199,15,3,Medium,Yes,No
E7759,23,Finance,1,210,24,3,High,No,No
E7760,22,Sales,21,240,5,3,Low,No,No
E7761,38,Tech,14,172,37,4,Medium,No,No
E7762,30,HR,4,163,13,1,Medium,No,No
E7763,25,Sales,14,151,36,3,High,No,No
E7764,29,Finance,26,142,10,3,Medium,No,Yes
E7765,22,Finance,15,138,0,4,Medium,No,No
E7766,54,Sales,17,148,41,3,Low,No,No
E7767,58,Finance,34,188,0,2,High,No,No
E7768,51,HR,24,129,35,3,Medium,No,Yes
E7769,30,HR,21,230,7,3,Medium,No,Yes
E7770,32,Finance,30,156,31,1,Low,No,No
E7771,56,Finance,33,200,32,4,Medium,No,No
E7772,41,HR,22,215,7,1,Low,No,No
E7773,26,Finance,15,174,13,1,High,Yes,No
E7774,23,Operations,5,247,23,1,High,No,No
E7775,30,Tech,14,182,48,4,Low,No,No
E7776,25,Operations,17,131,40,3,Medium,No,Yes
E7777,46,Finance,12,127,28,2,Medium,No,No
E7778,41,Finance,23,151,24,4,High,No,No
E7779,46,Tech,12,168,5,2,Medium,No,No
E7780,58,Finance,0,223,0,3,High,No,Yes
E7781,46,Tech,17,206,22,2,Medium,No,No
E7782,28,HR,32,218,40,5,Low,No,No
E7783,25,Tech,5,169,32,4,Medium,No,No
E7784,35,Tech,16,215,13,4,Medium,No,No
E7785,36,Operations,3,182,27,1,Low,Yes,No
E7786,21,Finance,13,185,28,3,Low,No,Yes
E7787,36,HR,29,222,42,3,High,No,No
E7788,57,Sales,19,165,39,3,Medium,No,No
E7789,23,Tech,7,135,22,3,Low,No,No
E7790,51,Sales,1,239,43,4,High,No,No
E7791,33,Finance,3,209,37,1,Low,No,No
E7792,36,Tech,9,191,48,3,Low,No,No
E7793,41,Sales,19,135,42,3,Medium,No,Yes
E7794,22,Operations,34,204,9,4,High,No,No
E7795,47,Sales,9,158,26,2,Medium,No,No
E7796,58,Operations,27,155,7,2,Medium,No,No
E7797,46,HR,14,137,43,3,Low,No,No
E7798,58,Finance,0,196,3,5,Medium,No,No
E7799,45,Sales,21,168,20,5,Medium,No,No
E7800,31,Tech,26,222,20,2,High,No,No
E7801,28,Finance,28,163,29,2,Medium,No,No
E7802,28,Sales,14,228,12,3,Low,No,No
E7803,53,Tech,9,248,2,3,Medium,No,No
E7804,27,Tech,19,126,19,4,Low,No,No
E7805,58,Tech,21,167,35,3,High,No,No
E7806,41,Tech,8,231,39,3,Low,No,No
E7807,28,Sales,31,167,4,3,Low,No,No
E7808,41,HR,16,170,21,2,Medium,No,No
E7809,40,Operations,18,226,1,4,Low,No,No
E7810,28,Operations,26,185,24,3,Medium,No,No
E7811,51,Operations,33,150,39,4,Medium,No,No
E7812,49,HR,9,158,23,2,Medium,Yes,No
E7813,29,Tech,29,128,4,3,Medium,No,No
E7814,35,Tech,20,160,15,5,High,No,No
E7815,50,Finance,20,182,14,3,Medium,No,No
E7816,46,Operations,33,133,12,5,High,No,No
E7817,30,Operations,8,177,10,4,Low,No,No
E7818,49,Tech,33,207,15,5,Low,No,No
E7819,36,Operations,11,216,17,3,Medium,No,No
E7820,56,Tech,20,217,24,1,Low,No,No
E7821,40,Tech,19,189,46,4,Medium,No,Yes
E7822,57,Tech,5,205,37,4,High,No,No
E7823,42,Sales,11,123,39,3,Medium,No,No
E7824,27,Sales,30,169,3,3,Medium,Yes,No
E7825,43,Sales,1,124,47,5,Medium,Yes,No
E7826,49,Sales,15,194,20,2,Low,No,No
E7827,36,HR,0,164,10,3,Medium,No,No
E7828,58,Finance,3,236,33,1,Low,No,No
E7829,48,Finance,0,146,29,2,Low,No,No
E7830,58,Tech,34,249,3,3,Low,No,No
E7831,51,Operations,12,237,13,4,High,No,No
E7832,34,Sales,30,223,10,4,Low,No,No
E7833,53,Finance,19,168,3,5,Medium,No,No
E7834,29,Finance,6,229,25,1,Low,No,No
E7835,47,Sales,32,197,2,3,Medium,No,No
E7836,44,HR,27,120,36,2,Medium,No,No
E7837,33,HR,19,239,37,1,Medium,No,No
E7838,46,Finance,31,154,40,3,Medium,No,No
E7839,49,HR,8,175,3,2,High,No,No
E7840,48,Sales,33,123,25,3,Medium,Yes,No
E7841,48,Finance,13,229,38,2,Low,No,No
E7842,28,Sales,3,203,44,3,High,No,No
E7843,43,HR,28,141,41,5,High,No,No
E7844,49,Sales,14,143,43,4,Medium,No,No
E7845,25,HR,16,194,41,4,Medium,No,No
E7846,27,HR,18,229,10,4,Low,No,No
E7847,56,Sales,8,229,10,3,Medium,Yes,No
E7848,47,HR,26,209,37,4,Medium,No,Yes
E7849,22,Tech,14,156,37,4,High,No,No
E7850,45,Sales,27,173,19,2,Low,No,No
E7851,29,Tech,3,170,25,4,Medium,No,No
E7852,47,Sales,20,179,37,3,Medium,No,No
E7853,21,HR,33,191,11,1,Medium,No,No
E7854,43,HR,18,247,28,3,Medium,No,No
E7855,30,Finance,3,170,13,4,High,No,No
E7856,45,Finance,31,181,49,3,Medium,Yes,No
E7857,23,Tech,11,168,24,2,High,No,No
E7858,26,HR,15,147,41,3,Low,No,No
E7859,26,Finance,13,196,41,3,Low,No,No
E7860,22,HR,0,126,38,5,High,No,No
E7861,38,Sales,31,184,25,4,Low,No,Yes
E7862,43,Finance,20,242,9,4,Medium,No,No
E7863,22,Tech,3,155,13,2,Medium,No,Yes
E7864,32,Finance,8,192,4,3,Medium,No,Yes
E7865,42,HR,21,149,21,3,Medium,Yes,No
E7866,57,Operations,11,166,10,3,Medium,No,No
E7867,40,Operations,29,210,28,1,High,No,No
E7868,59,HR,29,148,6,3,Low,No,No
E7869,44,Sales,31,124,17,3,Medium,No,No
E7870,40,Finance,6,184,30,3,Medium,No,Yes
E7871,21,Operations,16,234,42,1,Medium,Yes,Yes
E7872,21,Sales,0,182,19,3,Low,No,No
E7873,37,HR,13,212,34,4,Medium,Yes,No
E7874,21,Sales,25,136,6,3,Low,Yes,No
E7875,50,HR,26,246,29,4,Medium,No,No
E7876,23,Finance,15,170,3,4,Medium,No,No
E7877,31,Sales,6,232,29,4,Low,No,Yes
E7878,44,Finance,31,156,29,1,Medium,Yes,No
E7879,42,Sales,24,207,29,3,Medium,No,No
E7880,46,HR,30,235,17,3,Low,No,No
E7881,33,HR,15,244,42,5,Medium,No,No
E7882,21,Sales,13,157,45,4,High,No,No
E7883,44,HR,24,172,9,3,High,No,No
E7884,30,Tech,29,209,13,2,Medium,No,Yes
E7885,55,Tech,6,172,35,3,Low,No,No
E7886,44,Finance,11,238,22,3,Low,No,No
E7887,48,Tech,2,238,11,4,Medium,No,No
E7888,56,Tech,26,168,11,3,Medium,No,No
E7889,36,Operations,18,241,33,3,Low,No,No
E7890,36,Operations,6,189,25,1,Medium,No,No
E7891,37,Operations,15,135,5,1,High,No,No
E7892,35,Operations,31,132,36,3,Medium,No,No
E7893,36,HR,7,240,14,3,Medium,No,No
E7894,35,Finance,12,206,41,3,Low,No,No
E7895,54,Finance,10,249,38,4,Medium,No,No
E7896,31,Tech,19,213,18,1,Medium,No,No
E7897,21,Finance,17,138,39,3,Medium,No,No
E7898,35,Tech,5,223,46,4,Medium,Yes,No
E7899,46,Finance,19,164,22,3,Medium,No,No
E7900,24,Sales,31,166,35,3,Medium,Yes,No
E7901,25,Sales,28,198,12,3,Low,No,No
E7902,55,Finance,3,161,30,3,High,No,Yes
E7903,33,HR,6,227,36,2,High,Yes,No
E7904,30,Tech,19,238,25,2,Medium,No,No
E7905,31,Finance,33,205,42,2,Low,No,No
E7906,38,Tech,6,230,47,4,Low,Yes,No
E7907,54,Operations,32,138,17,3,High,No,No
E7908,59,Finance,14,158,46,5,High,Yes,No
E7909,43,HR,31,158,32,4,Low,No,No
E7910,27,Operations,21,217,39,4,Medium,Yes,No
E7911,59,Finance,28,153,31,4,Medium,No,Yes
E7912,23,Sales,24,187,3,1,Medium,No,No
E7913,32,Finance,4,167,40,3,Medium,No,No
E7914,27,Sales,13,122,18,5,Medium,No,Yes
E7915,46,Sales,34,232,6,1,Low,Yes,No
E7916,53,Finance,1,180,46,3,Low,No,No
E7917,57,Finance,24,244,34,1,Low,No,No
E7918,35,Sales,15,131,25,3,High,No,Yes
E7919,22,Tech,15,222,43,2,Medium,No,No
E7920,27,Operations,10,147,22,3,Medium,No,No
E7921,52,HR,34,194,33,4,Medium,No,No
E7922,24,Finance,22,201,6,2,High,No,No
E7923,40,Operations,4,202,10,4,Low,No,No
E7924,56,Operations,34,173,7,1,Low,No,Yes
E7925,52,Tech,28,186,12,2,Low,No,No
E7926,48,Operations,4,208,31,3,High,Yes,Yes
E7927,33,Finance,2,197,40,4,Medium,No,No
E7928,21,Operations,5,139,33,4,Medium,No,No
E7929,55,Finance,22,215,17,2,Low,No,No
E7930,50,Finance,1,214,14,1,Medium,No,No
E7931,56,Sales,17,190,42,4,Low,No,No
E7932,45,Tech,29,138,23,3,Medium,No,Yes
E7933,36,HR,4,221,46,2,Low,Yes,No
E7934,39,Sales,10,146,20,3,Medium,No,No
E7935,21,HR,0,148,17,4,Medium,No,Yes
E7936,25,Finance,9,137,13,1,High,No,No
E7937,42,Sales,25,208,18,1,Low,No,No
E7938,44,Operations,32,139,12,3,Medium,No,No
E7939,57,Operations,26,189,15,4,High,No,No
E7940,56,HR,11,219,1,2,Low,No,No
E7941,56,Finance,1,137,33,4,Medium,Yes,No
E7942,24,HR,0,157,48,4,Medium,No,No
E7943,56,Tech,0,239,25,3,Low,No,Yes
E7944,38,Operations,32,208,21,2,Low,Yes,No
E7945,36,Sales,21,203,19,5,Low,No,Yes
E7946,38,Sales,11,223,28,3,Medium,No,No
E7947,42,Sales,20,230,17,3,Low,No,No
E7948,22,Operations,19,145,28,5,Low,No,Yes
E7949,41,Finance,25,183,41,4,Medium,No,No
E7950,56,Operations,30,177,43,3,Medium,No,Yes
E7951,59,Operations,0,149,26,3,Low,No,No
E7952,59,Sales,13,138,34,1,Medium,No,No
E7953,49,Operations,25,129,28,5,High,No,No
E7954,46,Sales,6,208,5,4,Low,No,No
E7955,41,Finance,11,246,36,3,Low,No,No
E7956,37,Tech,23,243,24,4,Low,No,No
E7957,36,Sales,18,226,20,4,Low,No,No
E7958,51,HR,8,204,30,2,Medium,No,No
E7959,29,Tech,34,125,39,3,High,No,No
E7960,51,Finance,3,170,49,3,Medium,No,Yes
E7961,34,Tech,31,177,15,4,Medium,No,No
E7962,57,Sales,5,121,13,2,Medium,No,No
E7963,22,Finance,27,137,5,4,Low,No,No
E7964,34,HR,27,211,10,3,Low,No,No
E7965,53,Sales,28,175,26,1,Medium,No,No
E7966,55,Sales,4,162,37,2,Medium,Yes,No
E7967,59,Finance,4,192,4,4,Low,Yes,Yes
E7968,40,Finance,27,191,14,2,Low,No,No
E7969,22,Tech,8,236,37,3,Medium,No,No
E7970,39,HR,28,127,15,3,Medium,No,No
E7971,57,Tech,13,124,17,4,Medium,No,No
E7972,38,Tech,33,132,32,3,Medium,No,No
E7973,36,Sales,13,126,34,3,Medium,No,Yes
E7974,24,Finance,17,140,23,2,Low,No,Yes
E7975,32,Sales,32,156,34,3,High,No,Yes
E7976,49,HR,33,181,6,3,Low,No,No
E7977,27,Tech,27,220,13,4,Low,No,Yes
E7978,34,HR,22,238,49,2,High,No,No
E7979,32,Finance,16,239,29,4,Low,No,No
E7980,55,Finance,10,205,23,2,Medium,No,No
E7981,25,Operations,31,194,14,2,High,No,No
E7982,37,HR,14,153,12,3,Medium,Yes,Yes
E7983,52,Sales,3,164,18,3,Medium,No,Yes
E7984,30,HR,29,135,28,4,Medium,No,No
E7985,37,Tech,9,214,21,5,High,No,No
E7986,25,Finance,22,247,1,2,Medium,No,No
E7987,29,Finance,23,124,38,3,Medium,No,No
E7988,53,HR,4,242,12,5,High,No,Yes
E7989,56,HR,18,246,35,2,High,No,No
E7990,56,HR,7,137,37,3,Medium,No,Yes
E7991,38,Tech,6,249,17,2,Low,No,No
E7992,29,Tech,12,159,14,3,Medium,No,Yes
E7993,49,Sales,26,129,34,4,Low,No,No
E7994,34,HR,17,183,16,4,Medium,No,Yes
E7995,45,Sales,23,161,47,3,Medium,No,No
E7996,35,Operations,1,212,12,4,Medium,No,No
E7997,26,Tech,15,159,21,1,Medium,No,No
E7998,49,Finance,13,244,39,5,High,No,No
E7999,35,Operations,16,180,20,2,Low,No,No
E8000,49,Finance,5,233,25,2,Low,No,Yes
E8001,24,Operations,34,163,45,5,Medium,No,No
E8002,38,Sales,16,214,3,4,Medium,No,No
E8003,59,Sales,5,180,6,4,Medium,No,No
E8004,36,Tech,20,126,9,2,High,Yes,No
E8005,31,Finance,34,243,14,4,Medium,No,No
E8006,34,Operations,22,149,25,3,Medium,Yes,No
E8007,23,HR,11,232,15,4,Low,No,No
E8008,58,HR,28,209,39,5,Medium,No,No
E8009,38,Tech,26,242,33,2,Medium,No,No
E8010,40,Finance,5,225,16,3,Medium,No,No
E8011,45,HR,20,211,37,4,High,No,Yes
E8012,58,Tech,6,212,15,3,Medium,No,No
E8013,33,Tech,15,231,33,1,High,No,Yes
E8014,24,Finance,4,170,28,2,Medium,No,Yes
E8015,34,HR,14,199,17,3,Medium,No,No
E8016,53,HR,20,229,10,3,Medium,No,No
E8017,48,HR,3,157,11,2,Medium,No,No
E8018,57,Sales,4,141,36,3,Low,Yes,No
E8019,28,HR,6,209,1,2,Low,No,Yes
E8020,54,Operations,34,229,17,1,Low,Yes,No
E8021,25,Sales,14,226,37,2,High,No,No
E8022,25,Sales,27,243,32,4,Medium,No,No
E8023,51,Sales,1,143,8,1,Medium,No,No
E8024,29,Sales,4,160,14,4,Medium,No,No
E8025,52,Tech,6,170,27,4,Medium,No,No
E8026,53,Operations,21,221,7,3,Medium,No,No
E8027,23,Finance,30,233,45,2,Medium,Yes,No
E8028,50,HR,31,188,35,4,High,No,No
E8029,32,Sales,7,213,38,3,High,No,No
E8030,49,Finance,10,239,7,2,Medium,No,No
E8031,23,Tech,0,144,41,3,High,Yes,No
E8032,46,Finance,18,223,49,2,Low,Yes,No
E8033,50,Sales,6,162,49,3,Low,No,No
E8034,29,Operations,24,178,18,3,Medium,No,No
E8035,46,Finance,21,173,3,3,High,No,No
E8036,22,Sales,26,198,26,4,Medium,No,No
E8037,23,Sales,14,173,12,5,Medium,No,No
E8038,24,HR,1,194,37,3,Low,No,No
E8039,45,HR,7,212,20,3,High,No,No
E8040,33,Operations,5,161,25,4,Medium,Yes,No
E8041,59,HR,19,198,44,3,Medium,No,No
E8042,55,Operations,26,200,22,3,High,No,No
E8043,43,Tech,22,177,29,4,Low,No,No
E8044,29,Tech,16,205,30,4,Medium,Yes,No
E8045,22,HR,12,226,30,3,Low,No,No
E8046,51,Tech,3,221,15,2,Medium,Yes,No
E8047,22,Finance,19,173,41,3,Low,No,Yes
E8048,52,Finance,24,149,40,3,Medium,Yes,No
E8049,38,Finance,21,184,6,3,High,No,Yes
E8050,33,Tech,16,177,16,3,Medium,No,No
E8051,25,Finance,10,156,23,3,Medium,No,No
E8052,30,Operations,24,237,19,3,Medium,No,Yes
E8053,45,Sales,4,192,38,2,Medium,No,No
E8054,54,HR,20,188,26,5,High,Yes,No
E8055,57,Operations,25,182,1,4,Medium,No,No
E8056,50,Finance,15,213,0,4,Medium,No,No
E8057,27,Sales,20,134,33,3,Medium,No,No
E8058,26,HR,31,149,26,3,Low,No,No
E8059,23,Operations,3,232,36,4,Medium,No,No
E8060,33,HR,7,198,49,3,Medium,Yes,No
E8061,23,Tech,8,176,5,3,Medium,No,No
E8062,46,Finance,16,175,37,2,Medium,No,Yes
E8063,44,Operations,12,175,26,3,Medium,No,No
E8064,26,Operations,8,128,47,5,High,No,No
E8065,32,Sales,5,141,15,1,High,No,No
E8066,56,Sales,26,196,34,3,Medium,No,No
E8067,22,Sales,23,243,26,3,Medium,No,No
E8068,31,HR,8,147,34,4,Medium,No,Yes
E8069,59,Finance,10,131,35,1,Medium,No,No
E8070,54,HR,34,182,37,4,High,No,No
E8071,46,Finance,28,244,27,1,Low,No,No
E8072,38,Operations,7,225,2,4,Medium,No,Yes
E8073,41,HR,16,217,40,1,Low,Yes,Yes
E8074,56,HR,6,238,30,2,Medium,No,No
E8075,42,HR,11,238,2,4,Low,No,No
E8076,50,Tech,14,160,37,4,High,No,No
E8077,50,Finance,28,241,23,5,Medium,No,No
E8078,28,Finance,23,135,25,2,High,No,No
E8079,54,HR,13,241,40,3,High,Yes,No
E8080,29,Tech,10,199,46,1,Medium,No,No
E8081,40,HR,34,225,27,2,Medium,Yes,No
E8082,45,Finance,16,125,8,2,Low,No,No
E8083,39,Operations,26,139,36,1,High,Yes,No
E8084,25,Tech,2,216,26,4,Medium,No,No
E8085,31,Tech,1,125,47,2,Low,No,No
E8086,35,HR,3,127,2,3,Medium,No,No
E8087,28,Operations,17,133,40,3,Low,No,No
E8088,39,Finance,19,249,48,2,Medium,No,No
E8089,43,Sales,20,141,27,5,Low,No,No
E8090,47,Finance,13,204,31,3,Medium,No,No
E8091,52,Finance,7,163,34,5,Medium,No,Yes
E8092,46,Operations,1,127,6,5,Medium,No,No
E8093,47,Tech,25,143,6,5,High,No,No
E8094,39,Finance,18,146,20,4,Medium,No,No
E8095,49,Tech,27,170,31,3,Medium,No,No
E8096,59,Operations,28,188,37,2,High,No,No
E8097,53,Operations,4,144,19,3,High,No,No
E8098,39,HR,27,163,7,3,Medium,No,No
E8099,57,Sales,25,238,3,4,Low,No,No
E8100,39,Operations,4,228,25,4,Medium,No,No
E8101,53,Operations,14,239,14,3,High,No,Yes
E8102,36,Tech,8,132,5,1,Medium,No,No
E8103,43,Operations,31,172,47,2,Medium,No,No
E8104,27,Finance,25,156,31,3,High,No,No
E8105,46,HR,14,234,4,1,Low,No,No
E8106,52,HR,3,159,43,4,Low,No,No
E8107,32,Finance,19,197,45,4,High,No,No
E8108,28,Operations,26,214,5,2,Low,No,Yes
E8109,25,Sales,20,144,2,3,Medium,No,No
E8110,48,Operations,21,222,28,3,High,No,No
E8111,25,HR,6,165,18,3,Medium,No,Yes
E8112,46,Sales,30,221,9,5,Medium,No,No
E8113,25,Tech,16,210,6,2,Medium,No,No
E8114,42,Tech,6,213,44,3,Medium,No,Yes
E8115,35,Operations,18,187,0,4,Medium,No,No
E8116,33,Operations,27,158,0,3,Medium,No,No
E8117,48,Sales,9,199,16,3,Medium,No,Yes
E8118,53,Sales,26,204,21,4,Medium,No,Yes
E8119,43,Operations,12,185,35,4,Medium,No,No
E8120,53,HR,1,174,13,1,Low,No,No
E8121,38,Tech,21,191,5,3,Low,No,No
E8122,50,Sales,19,161,29,3,Medium,No,No
E8123,46,HR,4,249,45,3,High,No,Yes
E8124,36,Operations,5,189,46,3,Medium,No,No
E8125,33,Finance,34,140,32,4,Low,No,Yes
E8126,59,Sales,0,120,19,4,Low,No,Yes
E8127,53,Finance,34,179,15,3,Medium,No,No
E8128,46,HR,2,195,3,2,Low,No,No
E8129,21,Tech,6,210,33,3,Low,No,Yes
E8130,58,HR,28,207,0,2,Medium,No,Yes
E8131,22,Tech,14,201,12,4,Medium,No,No
E8132,26,HR,10,136,47,3,High,No,No
E8133,58,Sales,17,192,7,2,High,No,No
E8134,44,Sales,3,175,21,4,Medium,No,No
E8135,38,Finance,23,246,3,3,Medium,No,No
E8136,47,HR,10,172,33,2,Medium,No,No
E8137,28,HR,5,247,44,2,Low,No,No
E8138,48,Finance,17,167,36,3,Medium,Yes,No
E8139,30,Operations,14,173,22,3,Low,No,No
E8140,37,HR,2,120,19,4,Low,No,No
E8141,49,HR,16,160,23,3,Low,No,No
E8142,26,HR,32,192,26,5,High,No,No
E8143,34,Operations,33,196,12,2,High,No,No
E8144,42,Sales,29,159,4,4,Medium,No,No
E8145,26,Finance,18,167,15,4,Low,No,No
E8146,46,Operations,8,162,37,3,Low,No,No
E8147,59,Tech,30,161,47,2,Medium,No,No
E8148,32,Tech,26,223,28,3,Medium,No,No
E8149,55,Operations,24,130,25,5,Medium,No,No
E8150,34,Operations,6,144,21,3,Low,No,Yes
E8151,42,Sales,6,159,23,3,Medium,No,No
E8152,43,Tech,19,144,12,4,High,No,No
E8153,27,Finance,18,203,42,1,Low,No,Yes
E8154,45,HR,1,225,20,3,Medium,No,No
E8155,33,HR,33,238,0,1,Low,No,Yes
E8156,41,Sales,16,227,3,3,Low,No,No
E8157,30,Sales,23,193,2,4,High,No,No
E8158,29,Tech,8,232,49,4,Medium,No,No
E8159,35,Finance,0,158,22,5,Medium,No,No
E8160,22,Finance,27,210,15,2,Medium,No,No
E8161,45,Operations,14,141,44,3,High,No,Yes
E8162,33,Sales,20,138,12,4,Low,No,Yes
E8163,54,HR,14,133,38,2,Low,No,Yes
E8164,54,HR,22,228,30,2,High,No,No
E8165,55,Tech,1,162,23,3,High,No,Yes
E8166,58,HR,8,174,46,3,Medium,No,Yes
E8167,23,Finance,1,131,14,5,Medium,Yes,No
E8168,26,Finance,1,227,4,3,Low,No,No
E8169,39,Sales,17,202,48,4,High,No,No
E8170,23,Tech,16,142,21,4,Medium,No,No
E8171,38,HR,7,208,21,2,Low,No,Yes
E8172,59,Sales,33,161,10,4,Medium,No,No
E8173,29,Operations,33,212,23,3,Low,No,No
E8174,32,Operations,4,212,44,1,Low,No,No
E8175,25,HR,28,120,9,4,Low,No,No
E8176,23,HR,27,198,46,3,Low,No,No
E8177,31,HR,15,225,33,3,Low,No,No
E8178,50,Finance,13,165,10,3,Low,No,No
E8179,24,HR,1,140,42,2,Low,No,No
E8180,25,Operations,3,157,28,3,Low,Yes,Yes
E8181,21,HR,30,128,21,3,Low,No,No
E8182,47,Tech,25,139,32,3,Low,Yes,No
E8183,48,Operations,26,203,7,5,Medium,No,No
E8184,49,Tech,33,127,48,3,Medium,No,No
E8185,38,Operations,30,133,31,1,Medium,No,No
